default_setting_uuid;app_uuid;default_setting_category;default_setting_subcategory;default_setting_name;default_setting_value;default_setting_order;default_setting_enabled;default_setting_description
829b1d48-b06d-4c60-beb3-6500f3493fbb;;theme;message_opacity;text;0.9;;true;Set the opacity of the message bar (decimal).
c6a52e5a-2b40-4622-97cd-1623c8d55ce9;;theme;message_delay;text;1.75;;true;Set the hide delay of the message bar (seconds).
579ad7cc-20dc-4e13-a3de-ef377778e458;;theme;background_image_enabled;boolean;true;;false;Enable use of background images.
ab5e54fd-af8e-4fea-a4fe-14e2f67c5deb;;theme;body_color;text;#ffffff;;false;Set then body background color (and opacity) of the content.
ce3a2e85-472e-4375-a447-d7937cb6dbb7;;theme;body_shadow_color;text;#000000;;true;Set the color (and opacity) of the body.
5d9315f6-85f9-40ae-a063-923e43269b91;;theme;body_border_radius;text;4px;;false;Set the border radius of the body.
d018c68f-6df7-4649-ace1-c7614f1e257f;;theme;cache;boolean;false;;false;Set whether to cache the theme in the session.
5a401784-b930-46e7-8fb0-6fa0b5a8806e;;theme;domain_selector_shadow_color;text;#888888;;true;Set the shadow color (and opacity) of the domain selector pane.
cb394e43-a98d-4f9b-8d89-838bc531d01f;;theme;logo_align;text;center;;false;Set the alignment of the header logo (Inline menu only)
c03db08e-63c3-461b-9f63-6389bbf3bb54;;theme;menu_main_background_color;text;#ff0000;;false;Set a background color (and opacity) of the main menu bar.
116b7505-13b2-4349-a6da-1716659fdbcf;;theme;menu_main_background_color_hover;text;#ff0000;;false;Set a background hover color (and opacity) of the main menu items.
88279d7e-2df3-4ee8-923c-a9def9effa59;;theme;menu_main_icons;boolean;false;;false;Show icons next to main menu items.
b2bf965e-c610-4429-b766-c10013d17f4e;;theme;menu_main_background_image;text;/themes/default/images/background_black.png;;false;Set a background image for the main menu bar.
2ab1e736-4c98-4f4f-9f9c-8c334a54f469;;theme;menu_main_shadow_color;text;#000000;;true;Set the shadow color (and opacity) of the main menu bar.
05d8750b-e2df-4eca-aa7c-23cb56749593;;theme;menu_main_text_color;text;#ffffff;;false;Set the text color of the main menu items.
b81d5b73-890e-4365-a392-304699a1df27;;theme;menu_main_text_color_hover;text;#69e5ff;;false;Set the text hover color of the main menu items.
aaed6662-d441-4a34-9ac6-874af33e4fd1;;theme;menu_main_text_font;text;Arial;;false;Set the font of the main menu items.
00e3831d-4d08-4d69-9937-061380d8eb26;;theme;menu_main_text_size;text;10.25pt;;false;Set the text size of the main menu items.
13f4a3d3-7ffe-4422-856c-5f2049234740;;theme;menu_main_border_radius;text;0 0 4px 4px;;false;Set the border radius of the main menu.
6c39d303-746b-4e7e-993c-d80667922100;;theme;menu_main_border_size;text;1px;;false;Set the border size of the main menu.
07bb7ae0-29bf-490e-a425-1b44f8a059c5;;theme;menu_main_border_color;text;#ffffff;;false;Set the border color (and opacity) of the main menu.
81a1a867-036d-4e9d-a2b8-133f811efb2f;;theme;menu_position;text;top;;true;Set the position of the main menu (Fixed menu only).
ed3d428b-8507-41ca-8802-2c6a0d3e8138;;theme;menu_style;text;fixed;;true;Set the style of the main menu.
71c68ea8-8242-4820-93ac-4825f91eb123;;theme;menu_sub_background_color;text;#000000;;false;Set the background color (and opacity) of the sub menus.
73d246c7-9f60-410b-bdc8-9e80b3836c7d;;theme;menu_sub_background_color_hover;text;"";;false;Set the hover background color (and opacity) of the sub menu items.
cfbac64a-ed95-470d-887b-3268e1a57144;;theme;menu_sub_icons;boolean;false;;true;Show indicator icons next to selected sub menu items.
f0aa1b8a-1be3-46f3-adfc-d4bb646b9ef9;;theme;menu_sub_shadow_color;text;#000000;;true;Set the shadow color (and opacity) of sub menus.
714bd26b-7718-4f21-b603-9093222961e8;;theme;menu_sub_text_color;text;#ffffff;;false;Set the text color (and opacity) of sub menu items.
b7d86884-d717-463f-a811-82081c8a350a;;theme;menu_sub_text_color_hover;text;#69e5ff;;false;Set the hover text color (and opacity) of sub menu items.
12ceab7a-a405-4099-b78c-1696fd3cab51;;theme;menu_sub_text_font;text;Arial;;false;Set the font of the sub menu items.
b8cc9e2b-cc34-4fd1-a55f-b68d82c05979;;theme;menu_sub_text_size;text;10pt;;false;Set the text size of the sub menu items.
b59bae75-29a3-47e9-b589-910cececd320;;theme;menu_sub_border_radius;text;0 0 4px 4px;;false;Set the border radius of the sub menu.
1b9c0057-c27b-40d3-9535-b11b96a3402e;;theme;menu_sub_border_size;text;1px;;false;Set the border size of the sub menu.
deccd9a4-8243-46da-9dbe-e5eb73c24a15;;theme;menu_sub_border_color;text;#ffffff;;false;Set the border color (and opacity) of the sub menu.
a0059369-f8f6-4cb2-b1d2-ab9a93331641;;theme;heading_text_font;text;arial;;false;Set the font of the page heading text.
92034d4d-175f-46f7-83fc-26b11de22029;;theme;heading_text_size;text;15px;;false;Set the size of the page heading text.
e29affec-f70e-4d85-9e9a-f583b4d02b32;;theme;heading_text_color;text;#952424;;false;Set the color (and opacity) of the page heading text.
1842e283-13c5-4927-9b89-2cf5f5acea07;;theme;body_text_font;text;arial;;false;Set the font of body text.
daaf00f2-3320-4252-b350-60a68ffbe4b7;;theme;body_text_size;text;12px;;false;Set the size of the body text.
4da99715-172e-4eea-ac64-0d03452b9060;;theme;body_text_color;text;#5f5f5f;;false;Set the color (and opacity) of the body text.
41841015-4b58-4b38-a3f2-3c0e1fe0a17c;;theme;text_link_color;text;#004083;;false;Set the link color (and opacity) of text links outside tables.
a652754c-c15c-4109-a92c-896fadc3ad07;;theme;text_link_color_hover;text;#5082ca;;false;Set the hover color (and opacity) of text links outside tables.
fdb84692-190e-4e54-83e4-5d7c8e288d43;;theme;table_heading_text_font;text;arial;;false;Set the text font of table header rows.
368cdf50-629d-4169-aac7-dc51ef1428ac;;theme;table_heading_text_size;text;12px;;false;Set the text size of table header rows.
9d541f65-896b-44d3-bf9b-e04cb32403d1;;theme;table_heading_text_color;text;#3164ad;;false;Set the text color (and opacity) of table header rows.
40de77a7-5b64-40a6-b952-76da52cdb565;;theme;table_heading_background_color;text;#ffffff;;false;Set the background color (and opacity) of table header rows.
d4246cbc-38ff-48da-817a-ab96399cd6a4;;theme;table_heading_border_color;text;#a4aebf;;false;Set the bottom border color (and opacity) of table header rows.
8d756015-05b1-43fb-9de6-85b901b44f3e;;theme;table_row_text_font;text;arial;;false;Set the text font of table data rows.
3ca6707b-fded-453c-9cab-c4c7099b6cac;;theme;table_row_text_size;text;12px;;false;Set the text size of table data rows.
7b608cb0-5f6c-4b9d-ac1a-94ed495ef283;;theme;table_row_text_color;text;#000;;false;Set the text color (and opacity) of table data rows.
8091fae1-2fc8-4149-b1a7-b43e28cf97ef;;theme;table_row_background_color_dark;text;#e5e9f0;;false;Set the darker background color (and opacity) of table data rows.
117c0235-4387-43f4-8cd4-7ad4fec97820;;theme;table_row_background_color_medium;text;#f0f2f6;;false;Set the medium background color (and opacity) of table data rows.
e7645039-6c1c-40d7-90cf-cf7fccf52fc1;;theme;table_row_background_color_light;text;#fff;;false;Set the lighter background color (and opacity) of table data rows.
efa1022d-2b88-4a5d-981e-a2540c64324e;;theme;table_row_border_color;text;#c5d1e5;;false;Set the bottom border (dividing line) color (and opacity) of table data rows.
3b46602c-c736-43ec-a4b5-c733110dbe57;;theme;dashboard_border_color;text;#dbe0ea;;false;Set the border color (and opacity) of the Dashboard blocks.
b1b2302d-4a58-4fe0-a09f-b3c3c484d39f;;theme;dashboard_border_color_hover;text;#cbd3e1;;false;Set the border hover color (and opacity) of the Dashboard block.
6a7a251a-89a1-48d9-b5de-efd0962941ae;;theme;dashboard_border_radius;text;5px;;false;Set the border radius of the Dashboard block.
b0e092e8-ade5-4607-b57b-a5c5b4b9c426;;theme;dashboard_heading_background_color;text;#8e96a5;;false;Set the background color (and opacity) of the Dashboard block heading.
dd536d7f-ee46-45fe-a28e-7baca9d25357;;theme;dashboard_heading_background_color_hover;text;#969dab;;false;Set the background hover color (and opacity) of the Dashboard block heading.
b5e33723-0ef5-4223-8352-33f74476732e;;theme;dashboard_heading_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block heading text.
b09126da-c68b-473c-83f8-8e9a7523ce37;;theme;dashboard_heading_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of the Dashboard block heading text.
759391b7-8af9-4661-a676-867e01e8f21f;;theme;dashboard_heading_text_font;text;"Calibri, Candara, Segoe, Segoe UI, Optima, Arial, sans-serif";;false;Set the font of the Dashboard block heading text.
1a52a4b6-5722-4fbe-ae4e-7b3d38cff437;;theme;dashboard_heading_text_size;text;10.5pt;;false;Set the size of the Dashboard block heading text.
b7bdbe98-f667-42ed-8864-cf92e3b048df;;theme;dashboard_heading_text_shadow_color;text;#000000;;false;Set the shadow color (and opacity) of the Dashboard block heading text.
6e33d5d8-679a-4fe2-bd6a-f192a8637e8b;;theme;dashboard_heading_text_shadow_color_hover;text;#000000;;false;Set the shadow hover color (and opacity) of the Dashboard block heading text.
320bae87-47dc-4b21-a2f0-eea875ce5b50;;theme;dashboard_number_background_color;text;#a4aebf;;false;Set the background color (and opacity) of the Dashboard block number.
244f575f-f244-4101-b107-f237a89efb66;;theme;dashboard_number_background_color_hover;text;#aeb7c5;;false;Set the background hover color (and opacity) of the Dashboard block number.
0b668534-2141-436c-8745-624d42e7bebb;;theme;dashboard_number_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block number.
1d829bf8-6b4e-44e8-8cb5-962f8b91d64e;;theme;dashboard_number_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of the Dashboard block number.
9551c923-15e5-4a62-97a3-d66061667fe5;;theme;dashboard_number_text_font;text;"Calibri, Candara, Segoe, Segoe UI, Optima, Arial, sans-serif";;false;Set the font of the Dashboard block number.
0ecc8aaa-2da9-4941-bf35-9b982b513b87;;theme;dashboard_number_text_size;text;60pt;;false;Set the size of the Dashboard block number.
515d6c76-ff34-4fab-b01f-9c607ed1441b;;theme;dashboard_number_text_shadow_color;text;#737983;;false;Set the shadow color (and opacity) of the Dashboard block number.
8a5322bd-817c-4b0d-bae1-9b9bfca364f6;;theme;dashboard_number_text_shadow_color_hover;text;#737983;;false;Set the shadow hover color (and opacity) of the Dashboard block number.
c2b0662a-988c-4eb5-81da-376834ae9ba3;;switch;dialplan;dir;/etc/freeswitch/dialplan;;false;""
2be04801-cd11-49b3-bf83-d5a46e66b1ac;;theme;dashboard_number_title_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block number title.
abb6df7f-bbb2-4a10-a6ad-0bfa7363a7af;;theme;dashboard_number_title_text_font;text;"Calibri, Candara, Segoe, Segoe UI, Optima, Arial, sans-serif";;false;Set the font of the Dashboard block number title.
384be103-0604-447b-8623-4e563d6b4d89;;theme;dashboard_number_title_text_size;text;14px;;false;Set the size of the Dashboard block number title.
8b6e09d6-2e49-4661-ac02-87b6e8dbffbd;;theme;dashboard_number_title_text_shadow_color;text;#737983;;false;Set the shadow color (and opacity) of the Dashboard block number title.
caa50bb2-3db8-4c4d-9172-b60fa015a909;;theme;dashboard_detail_heading_text_size;text;11px;;false;Set the size of the Dashboard block detail header text.
f025532c-ea32-4699-a803-0ebf9ae7f8ef;;theme;dashboard_detail_row_text_size;text;11px;;false;Set the size of the Dashboard block detail row text.
d64c0b99-9090-4741-9f29-fcbe73bbc2b6;;theme;dashboard_detail_shadow_color;text;#737983;;false;Set the shadow color of the Dashboard block detail box.
fe139795-6099-4cd6-8cc7-782ae678f226;;theme;dashboard_detail_background_color_center;text;#f9fbfe;;false;Set the center gradient color of the Dashboard block detail area.
45508cb4-b3ce-45f1-b7dd-fd37969276a8;;theme;dashboard_detail_background_color_edge;text;#edf1f7;;false;Set the edge gradient color of the Dashboard block detail area.
499f4068-f6d7-48b4-9ec8-344cadcb1028;;theme;dashboard_footer_background_color;text;#e5e9f0;;false;Set the background color (and opacity) of the Dashboard block footer bar.
2d8a4289-cefb-4d5c-8370-de794c742597;;theme;dashboard_footer_background_color_hover;text;#ebeef3;;false;Set the background hover color (and opacity) of the Dashboard block footer bar.
6a3ea1e8-be9b-4148-91b0-39bc4bb7456d;;theme;dashboard_footer_dots_color;text;#a4aebf;;false;Set the color (and opacity) of the Dashboard block footer bar dots.
bfa4ce71-b780-4fed-ad94-181af82761f6;;theme;dashboard_footer_dots_color_hover;text;#a4aebf;;false;Set the hover color (and opacity) of the Dashboard block footer bar dots.
564b4734-d19d-4c51-8a6b-2c46e18f8a4c;;theme;form_table_label_padding;text;7px 8px;;false;Set the padding of the form label cell.
f59cc605-9774-4d62-95cb-e33f0a571f95;;theme;form_table_label_background_color;text;#e5e9f0;;false;Set the background color (and opacity) of the form label cell.
3d23e0b4-316c-4eac-97aa-41d5edcb96a3;;theme;form_table_label_border_color;text;#ffffff;;false;Set the bottom-border color (and opacity) of the form label cell.
e3e8e7dc-7403-47da-bcba-7a1b9e08581b;;theme;form_table_label_border_radius;text;4px;;false;Set the border radius of the form label cell.
bf4d3bd7-cd81-4819-b0f3-097b9511f3a5;;theme;form_table_label_text_size;text;9pt;;false;Set the text size of the form label.
a506c43a-204f-447d-b140-8f06000797a2;;theme;form_table_label_text_font;text;Arial;;false;Set the text font of the form label.
ccb93369-2cf0-4d06-9565-c6e4644692a8;;theme;form_table_label_text_color;text;#000000;;false;Set the text color (and opacity) of the form label.
ae1b881e-5aa2-4d6a-ae18-46093155be06;;theme;form_table_label_required_background_color;text;#e5e9f0;;false;Set the background color of the required form label cell.
735563af-c151-4e7a-b3a1-b25b7c8e9e24;;theme;form_table_label_required_border_color;text;#cbcfd5;;false;Set the right-border color (and opacity) of the required form label cell.
e03c7322-1cfd-4283-8e7e-bf6aafa49988;;theme;form_table_label_required_text_color;text;#000000;;false;Set the text color (and opacity) of the required form label.
11f71d56-d6f3-4380-939b-9a3ab98e1e72;;theme;form_table_label_required_text_weight;text;bold;;false;Set the text weight of the required form label.
66763845-4bd1-4db3-b3c6-4a2b3d58e70b;;theme;form_table_field_padding;text;6px;;false;Set the padding of the form field cell.
5b40755b-fb45-4361-8cc6-fe26558dcb5d;;theme;form_table_field_background_color;text;#ffffff;;false;Set the background color (and opacity) of the form field cell.
0683fa6c-c8c8-483d-8bf8-3fae1a00a17a;;theme;form_table_field_border_color;text;#e5e9f0;;false;Set the bottom-border color (and opacity) of the form field cell.
c63fd0e7-0992-4b89-af72-973183e4c3ce;;theme;form_table_field_border_radius;text;0;;false;Set the border radius of the form label cell.
3b9ef85f-979b-43f1-a094-4562d5443df8;;theme;form_table_field_text_size;text;8pt;;false;Set the size of text in the form field cell.
a6d147ba-14f8-4acd-a458-5e462a24b8a7;;theme;form_table_field_text_font;text;Arial;;false;Set the font of text in the form field cell.
9fa3a6fa-c66c-4672-9481-7cb87c03ef82;;theme;form_table_field_text_color;text;#666666;;false;Set the color (and opacity) of text in the form field cell.
48b9ad5a-2f7a-4836-b1e5-fa1d3680510a;;theme;form_table_heading_padding;text;8px 8px 4px 8px;;false;Set the padding of form column headings.
f5619cea-bd16-4230-963a-80af6cfc4c96;;theme;form_table_row_padding;text;3px 0;;false;Set the padding of form row cells.
4fa1a783-83c7-4fd3-a310-2227fd7d0398;;theme;form_table_row_text_size;text;9pt;;false;Set the size of text in the form rows.
fd21b95f-3b25-44f6-b429-c0e9d7b3a023;;theme;login_background_color;array;#6c89b5;;false;Set the background color of the login page.
9c303183-0df3-4d0f-8018-41f0957448e4;;theme;login_background_color;array;#144794;;false;"Set a secondary background color of the login page, for a gradient effect."
a2acc3fc-509b-472d-a7f0-55dd8b99e1ff;;theme;login_background_image_enabled;boolean;true;;false;Enable use of background images on the login page.
685ac6a3-5f2f-4920-a40b-764e51bf97c4;;theme;login_body_background_color;text;"rgba(255,255,255,0.3)";;true;Set the background color for the login box.
b8743be3-bfa8-4196-9aca-798debb973b9;;theme;login_body_shadow_color;text;"rgba(140,140,140,0.3)";;true;Set the shadow color of the login box.
b7b9d5ca-79e4-45e2-a105-3c246db8f97b;;theme;login_body_padding;text;30px;;false;Set the padding of the login box.
2571f132-60b5-469c-95a4-380b69284b71;;theme;login_body_width;text;100%;;false;Set the width of the login box.
963d6315-4541-43c6-828f-86e6e4b8c702;;theme;login_body_border_radius;text;4px;;false;Set the border radius of the login box.
7cd9e96b-8320-4419-8997-49047d83a9c5;;theme;login_body_border_size;text;1px;;false;Set the border size of the login box.
fe03135c-9a4b-4257-bcd4-56655a5c6c6b;;theme;login_body_border_color;text;#ffffff;;false;Set the border color (and opacity) of the login box.
17ba4c02-61c4-48eb-8478-12c34bce8f23;;theme;login_link_text_color;text;#004083;;false;Set the color (and opacity) of text links on the login box.
af7ef79b-ff20-454a-b43a-adebed98c722;;theme;login_link_text_color_hover;text;#5082ca;;false;Set the hover color (and opacity) of text links on the login box.
dd1d20b6-2c83-4b68-bfaa-59c6cc04918c;;theme;login_link_text_size;text;11px;;false;Set the size of text links on the login box.
7040a557-55b4-44f9-bf74-c5899ed4c630;;theme;login_link_text_font;text;Arial;;false;Set the font of text links on the login box.
e16a2332-5a1b-4ae3-803c-684f67c7dcf5;;theme;button_background_color;text;#4f4f4f;;false;Set the background main/top color (and opacity) of buttons.
788cbeee-634c-4f77-b583-1f43d2f19490;;theme;button_background_color_bottom;text;#000000;;false;Set the background bottom color (and opacity) of buttons.
4ef29718-127d-43b5-9d1b-6328540460f3;;theme;button_background_color_hover;text;#000000;;false;Set the background main/top hover color (and opacity) of buttons.
c8c6cd8b-9e57-472d-9a1e-73129b723b09;;theme;button_background_color_bottom_hover;text;#000000;;false;Set the background bottom hover color (and opacity) of buttons.
fdefb220-c2ca-439e-a8e8-ac946d442ccc;;theme;button_border_size;text;1px;;false;Set the border size of buttons.
efa1c1bd-cc70-4a03-ad54-57fbeb3baac9;;theme;button_border_color;text;#242424;;false;Set the border color (and opacity) of buttons.
01cae198-b349-4ded-a458-3ce63aa4c277;;theme;button_border_color_hover;text;#000000;;false;Set the border hover color (and opacity) of buttons.
1dca5fb7-39d3-45c8-b78b-2ca9e46a510e;;theme;button_border_radius;text;3px;;false;Set the border radius of buttons.
cacd5277-6743-48f7-a4db-a7951b819bc9;;theme;button_text_size;text;11px;;false;Set the size of button text.
8bfb324a-b562-4ea6-a1fe-9fb8138eab63;;theme;button_text_font;text;"Candara, Calibri, Segoe, Segoe UI, Optima, Arial, sans-serif";;false;Set the font of button text.
3ae30cca-4115-4f0a-95e4-dc26d3ec020d;;theme;button_text_color;text;#ffffff;;false;Set the color (and opacity) of button text.
610885dd-d64d-417d-a04c-b2462470fa95;;theme;button_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of button text.
5313ab04-067f-48ad-b059-3e2de81f0f13;;theme;button_text_weight;text;bold;;false;Set the weight of button text.
0b4b8dc0-5701-4603-b528-d2dec2fdff62;;theme;button_padding;text;5px 8px;;false;Set the padding of buttons.
74310f77-d2e1-4edf-982d-1ca26c0ea256;;theme;button_height;text;28px;;false;Set the height of buttons.
7f8048b5-e4aa-4625-987f-5f9b80abe81b;;theme;input_background_color;text;#ffffff;;false;Set the background color (and opacity) of text inputs.
2f46e479-c724-469d-bb73-865c07d635d3;;theme;input_border_color;text;#c0c0c0;;false;Set the border color (and opacity) of text inputs.
e745997c-a093-4550-88ee-8be777f07236;;theme;input_border_color_hover;text;#c0c0c0;;false;Set the border hover color (and opacity) of text inputs.
c612a32c-4308-42a0-a8eb-ec810ac8d1d3;;theme;input_border_color_focus;text;#c0c0c0;;false;Set the border focus color (and opacity) of text inputs.
fa1de334-854d-47ce-bf49-168eb0fd1525;;theme;input_border_size;text;1px;;false;Set the border size of text inputs.
7d45f668-28d4-4af5-87a7-31cc9c405a54;;theme;input_border_radius;text;3px;;false;Set the border radius of text inputs.
6dd82af4-090d-4e1f-87f6-1a74f7428c32;;theme;input_shadow_inner_color;text;#cddaf0;;true;Set the inner shadow color (and opacity) of text inputs.
495a6f05-e8d2-4e61-867a-3a0127862341;;theme;input_shadow_inner_color_focus;text;#ffffff;;false;Set the inner focus shadow color (and opacity) of text inputs.
1e610f5f-a9da-42f5-9c3c-3098dd41fec6;;theme;input_shadow_outer_color;text;#ffffff;;false;Set the outer shadow color (and opacity) of text inputs.
0b966a40-7ff7-4438-971c-21330484f773;;theme;input_shadow_outer_color_focus;text;#cddaf0;;true;Set the outer focus shadow color (and opacity) of text inputs.
52b29b82-6e1d-4705-a842-7895c3dc258f;;theme;input_text_size;text;12px;;false;Set the size of text input content.
6885cebe-0e04-4dc7-a0fc-b101b64471f5;;theme;input_text_font;text;Arial;;false;Set the font of text input content.
848fd70e-bbba-4f43-ac5d-897229bb19c8;;theme;input_text_color;text;#000000;;false;Set the color (and opacity) of text input content.
8cce8c50-dbb6-4eaf-a5b7-93c374df5b01;;theme;input_text_placeholder_color;text;#999999;;false;Set the color (and opacity) of input placeholder text.
c2630eb3-a04e-4a32-9990-45f37af70005;;theme;login_input_background_color;text;#ffffff;;false;Set the background color (and opacity) of text inputs on the login box.
f04fd86a-c223-4f79-ad7a-7c7d2bf4da72;;theme;login_input_border_color;text;#c0c0c0;;false;Set the border color (and opacity) of text inputs on the login box.
1862ce18-ab7d-427e-9c88-8092e36ec66d;;theme;login_input_border_color_hover;text;#c0c0c0;;false;Set the border hover color (and opacity) of text inputs on the login box.
41c4bf75-4fd8-472b-a427-4f197e03791d;;theme;login_input_border_color_focus;text;#c0c0c0;;false;Set the border focus color (and opacity) of text inputs on the login box.
21897088-7cc2-4ce8-abdf-9b14f9b12320;;theme;login_input_border_size;text;1px;;false;Set the border size of text inputs on the login box.
bd186d94-3746-40aa-b477-2de2b14aea85;;theme;login_input_border_radius;text;3px;;false;Set the border radius of text inputs on the login box.
0bf57ba9-b12f-4c50-8129-316ff5f136d4;;theme;login_input_shadow_inner_color;text;#cddaf0;;false;Set the inner shadow color (and opacity) of text inputs on the login box.
daed9de7-5c40-49e2-a569-8ef2a4a1ab53;;theme;login_input_shadow_inner_color_focus;text;#ffffff;;false;Set the inner focus shadow color (and opacity) of text inputs on the login box.
850eb3bb-3412-4ab8-860a-1de27bf57ec1;;theme;login_input_shadow_outer_color;text;#ffffff;;false;Set the outer shadow color (and opacity) of text inputs on the login box.
eedf4e2d-a9fc-4237-8971-c7767fce799f;;theme;login_input_shadow_outer_color_focus;text;#cddaf0;;false;Set the outer focus shadow color (and opacity) of text inputs on the login box.
9f1ffa8c-a62d-4b68-9b4e-05b344cc48dc;;theme;login_input_text_size;text;12px;;false;Set the size of text input content on the login box.
9a3c52c9-af22-49a3-a60e-0afba26b0514;;theme;login_input_text_font;text;Arial;;false;Set the font of text input content on the login box.
01dd4b26-0dd8-4495-b6de-13baeec1f562;;theme;login_input_text_color;text;#000000;;false;Set the color (and opacity) of text input content on the login box.
0111e71f-80ef-43b8-9fb9-efc120d15367;;theme;login_input_text_placeholder_color;text;#999999;;false;Set the color (and opacity) of input placeholder text on the login box.
0b1168d1-26d0-4072-b19d-f5cbb6e04a27;;theme;font_loader;text;true;;false;Enables the dynamic loading of web fonts (requires an Internet connection).
527b18dd-2177-4797-a4e0-ad9c2cdcd527;;theme;font_loader_version;text;1.6.16;;false;Set the web font loader version to use - specific (e.g. 1.6.16) or latest in branch (e.g. 1).
bcc40447-b7b2-4b47-9b9b-484b86267853;;theme;font_retrieval;text;asynchronous;;false;Set the retrieval method for the web font loader (default: synchronous).
79357905-1abd-4e49-b098-8cee5f283317;;theme;font_source_key;text;"";;false;API key that allows access to the available fonts list.
817561dd-dfcb-4111-bd68-09f58428d67f;;theme;body_icon_color;text;"rgba(255,255,255,0.25)";;false;Set the color (and opacity) for the icons in the body.
fe006fb1-b3ec-451f-9cfb-8ac5473837ac;;theme;body_icon_color_hover;text;"rgba(255,255,255,0.50)";;false;Set the hover color (and opacity) for the icons in the body.
69938c6d-597d-41fe-be33-f1ee6a8dcf61;;switch;bin;dir;"";;true;""
a1a8b81f-1fbf-4190-bc19-7cd10cd9c220;;switch;base;dir;/usr;;true;""
418d0e2a-73d0-4239-9057-5c523a3c8484;;switch;call_center;dir;/etc/freeswitch/autoload_configs;;false;""
c77804ce-2288-4f7a-994c-732177d47e2d;;switch;conf;dir;/etc/freeswitch;;true;""
e2bff94b-2c68-45ee-9141-d4cdb437c644;;login;message;text;"";;true;""
00695976-9fd7-421c-9fa7-d3b6b68ab8f0;;switch;extensions;dir;/etc/freeswitch/directory;;false;""
cba1c9bd-e1c8-49f2-80f6-99ab5b6eb703;;switch;grammar;dir;/usr/share/freeswitch/grammar;;true;""
2a5d133c-fb66-4afa-b49a-073fbbc41028;;switch;log;dir;/var/log/freeswitch;;true;""
9299ccc0-3c92-4807-90cd-3368eb3bac5d;;switch;mod;dir;/usr/lib/freeswitch/mod;;true;""
e87bf065-19cb-470e-ba74-4435861e1298;;switch;phrases;dir;/etc/freeswitch/lang;;true;""
1205458f-6efb-4f8a-816d-789a8c71cfc9;;switch;recordings;dir;/var/lib/freeswitch/recordings;;true;""
47d030c5-7d55-42a0-813f-24f0c7eb784b;;switch;scripts;dir;/usr/share/freeswitch/scripts;;true;""
ce62a328-fde4-4ee0-82ec-02846468b05c;;switch;sip_profiles;dir;/etc/freeswitch/sip_profiles;;false;""
0fc78d18-231a-460e-80bb-b90d95d58eb8;;switch;sounds;dir;/usr/share/freeswitch/sounds;;true;""
413b5d8b-0085-44f2-b10f-0e513c97c44f;;switch;storage;dir;/var/lib/freeswitch/storage;;true;""
911f54ef-686e-4c71-b160-64e38fc3c257;;switch;voicemail;dir;/var/lib/freeswitch/storage/voicemail;;true;""
e34b276a-1b64-4d11-9470-ae3ea977c47e;;adminer;auto_login;boolean;true;;true;"Set whether to auto-login to Adminer, or require a username and password."
